attr,term,type,l1,l2,criteria,ill,source,volume
,Алексеев Дмитрий Федотович ,биография,ЭКОН/нархоз,,,,,
,Алексеев Иван Егорович ,биография,ЭКОН/нархоз,,,,,
,Алексеев Николай Гаврильевич,биография,ЭКОН/нархоз,,,,,
,Алексеев Петр Вячеславович ,биография,ЭКОН/нархоз,,,,,
,Алексеев Петр Егорович ,биография,ЭКОН/нархоз,,,,,
,Алексеев Петр Петрович ,биография,ЭКОН/нархоз,,,,,
,Алексеев Прокопий Еремеевич ,биография,ЭКОН/нархоз,,,,,
,Алексеев Прокопий Иванович ,биография,ЭКОН/нархоз,,,,,
,Алексеев Прокопий Никитич ,биография,ЭКОН/нархоз,,,,,
,Алексеева Мария Давыдовна ,биография,ЭКОН/нархоз,,,,,
,Алексеенко Мария Макаровна,биография,ЭКОН/нархоз,,,,,
,Амбросьев Николай Никифорович ,биография,ЭКОН/нархоз,,,,,
,Аммосов Абрам Васильевич ,биография,ЭКОН/нархоз,,,,,
,Аммосов Дмитрий Федорович ,биография,ЭКОН/нархоз,,,,,
,Аммосов Иван Егорович,биография,ЭКОН/нархоз,,,,,
,Аммосов Иннокентий Николаевич ,биография,ЭКОН/нархоз,,,,,
,Аммосов Николай Ефремович ,биография,ЭКОН/нархоз,,,,,
,Аммосов Петр Николаевич,биография,ЭКОН/нархоз,,,,,
,Аммосов Юрий Николаевич ,биография,ЭКОН/нархоз,,,,,
,Аммосова Анастасия Романовна ,биография,ЭКОН/нархоз,,,,,
,Аммосова Марфа Матвеевна ,биография,ЭКОН/нархоз,,,,,
,Ананьева Антонина Егоровна,биография,ЭКОН/нархоз,,,,,
,Анастатов Василий Степанович ,биография,ЭКОН/нархоз,,,,,
,Анастатов Симон Степанович ,биография,ЭКОН/нархоз,,,,,
,Андреев Николай Иннокентьевич ,биография,ЭКОН/нархоз,,,,,
,Андреев Павел Михайлович ,биография,ЭКОН/нархоз,,,,,
,Андреев Петр Николаевич ,биография,ЭКОН/нархоз,,,,,
,Андреев Петр Петрович ,биография,ЭКОН/нархоз,,,,,
,Андреев Петр Степанович ,биография,ЭКОН/нархоз,,,,,
,Андреев Спартак Васильевич ,биография,ЭКОН/нархоз,,,,,
,Андреева Раиса Петровна ,биография,ЭКОН/нархоз,,,,,
,Андросов Ефим Петрович ,биография,ЭКОН/нархоз,,,,,
,Андросов Захар Яковлевич,биография,ЭКОН/нархоз,,,,,
,Андросов Иван Васильевич ,биография,ЭКОН/нархоз,,,,,
,Андросов Иван Николаевич ,биография,ЭКОН/нархоз,,,,,
,Андросов Николай Егорович ,биография,ЭКОН/нархоз,,,,,
,Андросов Петр Петрович ,биография,ЭКОН/нархоз,,,,,
,Андросова Зинаида Семеновна ,биография,ЭКОН/нархоз,,,,,
,Антипина Альбина Петровна,биография,ЭКОН/нархоз,,,,,
,Антонов Клим Нестерович ,биография,ЭКОН/нархоз,,,,,
,Антонова Мария Яковлевна ,биография,ЭКОН/нархоз,,,,,
,Апанасенко Николай Макарович,биография,ЭКОН/нархоз,,,,,
,Аргунов Василий Корнилович ,биография,ЭКОН/нархоз,,,,,
,Аргунов Дмитрий Тимофеевич ,биография,ЭКОН/нархоз,,,,,
,Аргунов Ким Петрович,биография,ЭКОН/нархоз,,,,,
,Аргунов Петр Иванович ,биография,ЭКОН/нархоз,,,,,
,Аргунов Семен Федорович ,биография,ЭКОН/нархоз,,,,,
,Аргунова Матрена Степановна ,биография,ЭКОН/нархоз,,,,,
,Ардашев Михаил Николаевич ,биография,ЭКОН/нархоз,,,,,
,Аржаков Афанасий Иванович ,биография,ЭКОН/нархоз,,,,,
,Аржаков Иван Иванович ,биография,ЭКОН/нархоз,,,,,
,Аржаков Степан Степанович ,биография,ЭКОН/нархоз,,,,,
,Артамонов Михаил Яковлевич ,биография,ЭКОН/нархоз,,,,,
,Артемьев Александр Еремеевич ,биография,ЭКОН/нархоз,,,,,
,Артемьев Афанасий Васильевич ,биография,ЭКОН/нархоз,,,,,
,Артемьев Георгий Михайлович ,биография,ЭКОН/нархоз,,,,,
,Артемьев Сергей Михайлович ,биография,ЭКОН/нархоз,,,,,
,Архипов Афанасий Степанович ,биография,ЭКОН/нархоз,,,,,
,Архипов Валентин Иванович ,биография,ЭКОН/нархоз,,,,,
,Архипов Власий Дмитриевич ,биография,ЭКОН/нархоз,,,,,
,Асекритов Николай Маркович ,биография,ЭКОН/нархоз,,,,,
,Асекритов Петр Маркович,биография,ЭКОН/нархоз,,,,,
,Атласов Степан Гаврильевич,биография,ЭКОН/нархоз,,,,,
,Афанасьев Виктор Спиридонович,биография,ЭКОН/нархоз,,,,,
,Афанасьев Владимир Григорьевич,биография,ЭКОН/нархоз,,,,,
,Афанасьев Константин Афанасьевич,биография,ЭКОН/нархоз,,,,,
,Афанасьев Сахамин Миланович ,биография,ЭКОН/нархоз,,,,,
,Афанасьева Вера Капитоновна,биография,ЭКОН/нархоз,,,,,
,Афанасьева Мария Егоровна ,биография,ЭКОН/нархоз,,,,,
,Аянитов Николай Николаевич ,биография,ЭКОН/нархоз,,,,,
,Багынанов Георгий Павлович ,биография,ЭКОН/нархоз,,,,,
,Баишев Афанасий Николаевич,биография,ЭКОН/нархоз,,,,,
,Баишев Кэскил Гаврильевич,биография,ЭКОН/нархоз,,,,,
,Баканов Александр Александрович ,биография,ЭКОН/нархоз,,,,,
,Балаев Вячеслав Валентинович,биография,ЭКОН/нархоз,,,,,
,Барабанский Василий Иванович,биография,ЭКОН/нархоз,,,,,
,Барашков Даниил Григорьевич ,биография,ЭКОН/нархоз,,,,,
,Батудаев Петр Романович,биография,ЭКОН/нархоз,,,,,
,Батуров Иван Гаврилович,биография,ЭКОН/нархоз,,,,,
,Баулин Анатолий Васильевич ,биография,ЭКОН/нархоз,,,,,
,Баянов Иван Никитич,биография,ЭКОН/нархоз,,,,,
,Бельчусова Матрена Владимировна ,биография,ЭКОН/нархоз,,,,,
,Билык Валентина Алексеевна ,биография,ЭКОН/нархоз,,,,,
,Большаков Афанасий Лукич ,биография,ЭКОН/нархоз,,,,,
,Большаков Егор Степанович ,биография,ЭКОН/нархоз,,,,,
,Большаков Илья Алексеевич ,биография,ЭКОН/нархоз,,,,,
,Большакова Клавдия Васильевна,биография,ЭКОН/нархоз,,,,,
,Борисов Александр Ильич ,биография,ЭКОН/нархоз,,,,,
,Борисов Афанасий Иванович ,биография,ЭКОН/нархоз,,,,,
,Борисов Афанасий Прокопьевич ,биография,ЭКОН/нархоз,,,,,
,Борисов Василий Дмитриевич ,биография,ЭКОН/нархоз,,,,,
,Борисов Николай Никифорович,биография,ЭКОН/нархоз,,,,,
,Борисов Савва Егорович ,биография,ЭКОН/нархоз,,,,,
,Борисов Семен Григорьевич ,биография,ЭКОН/нархоз,,,,,
,Борисов Степан Иннокентьевич ,биография,ЭКОН/нархоз,,,,,
,Борисов Тимофей Александрович ,биография,ЭКОН/нархоз,,,,,
,Борисова Мария Потаповна ,биография,ЭКОН/нархоз,,,,,
